datetime	gmtSec	mmsi	vesselName	aveSpeed	closestApproach	photoLinks
12_04_2020-12:00	1607112000.0	232005952	LENA B	13.899999999999999	2.0592468814099116	https://m2.protectedseas.net/php/getOrcaPhoto.php?rid=26&key=protectedseas.m2.cameras/26/2020/12/04/66-1204-1152/2020_12_04T11m54m39.jpg
